kode_adm4,provinsi,kabupaten_atau_kota,kecamatan,desa_atau_kelurahan
32.09.21.2015,Jawa Barat,Kabupaten Cirebon,Gunung Jati,Mertasinga
32.09.21.2016,Jawa Barat,Kabupaten Cirebon,Gunung Jati,Sambeng
32.09.21.2017,Jawa Barat,Kabupaten Cirebon,Gunung Jati,Sirnabaya
32.09.22.2010,Jawa Barat,Kabupaten Cirebon,Kepetakan,Kertasura
32.09.22.2011,Jawa Barat,Kabupaten Cirebon,Kepetakan,Pegagan Kidul
32.09.22.2012,Jawa Barat,Kabupaten Cirebon,Kepetakan,Pegagan Lor
32.09.22.2013,Jawa Barat,Kabupaten Cirebon,Kepetakan,Dukuh
32.09.22.2014,Jawa Barat,Kabupaten Cirebon,Kepetakan,Karangkendal
32.09.22.2015,Jawa Barat,Kabupaten Cirebon,Kepetakan,Grogol
32.09.22.2016,Jawa Barat,Kabupaten Cirebon,Kepetakan,Kapetakan
32.09.22.2017,Jawa Barat,Kabupaten Cirebon,Kepetakan,Bungko
32.09.22.2018,Jawa Barat,Kabupaten Cirebon,Kepetakan,Bungko Lor
32.09.23.2001,Jawa Barat,Kabupaten Cirebon,Klangenan,Serang
32.09.23.2002,Jawa Barat,Kabupaten Cirebon,Klangenan,Klangenan
32.09.23.2003,Jawa Barat,Kabupaten Cirebon,Klangenan,Danawinangun
32.09.23.2007,Jawa Barat,Kabupaten Cirebon,Klangenan,Pekantingan
32.09.23.2008,Jawa Barat,Kabupaten Cirebon,Klangenan,Jemaras Kidul
32.09.23.2009,Jawa Barat,Kabupaten Cirebon,Klangenan,Jemaras Lor
32.09.23.2010,Jawa Barat,Kabupaten Cirebon,Klangenan,Slangit
32.09.23.2011,Jawa Barat,Kabupaten Cirebon,Klangenan,Kreyo
32.09.23.2012,Jawa Barat,Kabupaten Cirebon,Klangenan,Bangodua
32.09.24.2001,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Sende
32.09.24.2002,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Jungjang Wetan
32.09.24.2003,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Jungjang
32.09.24.2004,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Arjawinangun
32.09.24.2005,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Tegalgubug
32.09.24.2006,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Tegalgubug Lor
32.09.24.2007,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Rawagatel
32.09.24.2008,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Karangsambung
32.09.24.2009,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Bulak
32.09.24.2010,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Geyongan
32.09.24.2011,Jawa Barat,Kabupaten Cirebon,Arjawinangun,Kebonturi
32.09.25.2001,Jawa Barat,Kabupaten Cirebon,Panguragan,Kalianyar
32.09.25.2002,Jawa Barat,Kabupaten Cirebon,Panguragan,Pangurangan Kulon
32.09.25.2003,Jawa Barat,Kabupaten Cirebon,Panguragan,Pangurangan Wetan
32.09.25.2004,Jawa Barat,Kabupaten Cirebon,Panguragan,Pangurangan Lor
32.09.25.2005,Jawa Barat,Kabupaten Cirebon,Panguragan,Pangurangan
32.09.25.2006,Jawa Barat,Kabupaten Cirebon,Panguragan,Gujeg
32.09.25.2007,Jawa Barat,Kabupaten Cirebon,Panguragan,Lemahtamba
32.09.25.2008,Jawa Barat,Kabupaten Cirebon,Panguragan,Karanganyar
32.09.25.2009,Jawa Barat,Kabupaten Cirebon,Panguragan,Kroya
32.09.26.2004,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Budur
32.09.26.2005,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Babakan
32.09.26.2006,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Ciwaringin
32.09.26.2007,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Gintungranjeng
32.09.26.2008,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Gintung Kidul
32.09.26.2009,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Gintung Tengah
32.09.26.2010,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Bringin
32.09.26.2011,Jawa Barat,Kabupaten Cirebon,Ciwaringin,Galagamba
32.09.27.2001,Jawa Barat,Kabupaten Cirebon,Susukan,Tangkil
32.09.27.2002,Jawa Barat,Kabupaten Cirebon,Susukan,Wiyong
32.09.27.2003,Jawa Barat,Kabupaten Cirebon,Susukan,Kedongdong
32.09.27.2004,Jawa Barat,Kabupaten Cirebon,Susukan,Gintung Lor
32.09.27.2005,Jawa Barat,Kabupaten Cirebon,Susukan,Bojong Kulon
32.09.27.2006,Jawa Barat,Kabupaten Cirebon,Susukan,Kejiwan
32.09.27.2007,Jawa Barat,Kabupaten Cirebon,Susukan,Susukan
32.09.27.2008,Jawa Barat,Kabupaten Cirebon,Susukan,Luwung Kencana
32.09.27.2009,Jawa Barat,Kabupaten Cirebon,Susukan,Bunder
32.09.27.2010,Jawa Barat,Kabupaten Cirebon,Susukan,Jatipura
32.09.27.2011,Jawa Barat,Kabupaten Cirebon,Susukan,Ujunggebang
32.09.27.2012,Jawa Barat,Kabupaten Cirebon,Susukan,Jatianom
32.09.28.2001,Jawa Barat,Kabupaten Cirebon,Gegesik,Kedungdalem
32.09.28.2002,Jawa Barat,Kabupaten Cirebon,Gegesik,Panunggul
32.09.28.2003,Jawa Barat,Kabupaten Cirebon,Gegesik,Gegesik Wetan
32.09.28.2004,Jawa Barat,Kabupaten Cirebon,Gegesik,Gegesik Kidul
32.09.28.2005,Jawa Barat,Kabupaten Cirebon,Gegesik,Gegesik Lor
32.09.28.2006,Jawa Barat,Kabupaten Cirebon,Gegesik,Gegesik Kulon
32.09.28.2007,Jawa Barat,Kabupaten Cirebon,Gegesik,Slendra
32.09.28.2008,Jawa Barat,Kabupaten Cirebon,Gegesik,Jagapura Kidul
32.09.28.2009,Jawa Barat,Kabupaten Cirebon,Gegesik,Jagapura Wetan
32.09.28.2010,Jawa Barat,Kabupaten Cirebon,Gegesik,Jagapura Kulon
32.09.28.2011,Jawa Barat,Kabupaten Cirebon,Gegesik,Jagapura Lor
32.09.28.2012,Jawa Barat,Kabupaten Cirebon,Gegesik,Sibubut
32.09.28.2013,Jawa Barat,Kabupaten Cirebon,Gegesik,Bayalangu Lor
32.09.28.2014,Jawa Barat,Kabupaten Cirebon,Gegesik,Bayalangu Kidul
32.09.29.2001,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Kalideres
32.09.29.2002,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Prajawinangun Kulon
32.09.29.2003,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Prajawinangun Wetan
32.09.29.2004,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Ujungsemi
32.09.29.2005,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Wargabinangun
32.09.29.2006,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Kaliwedi Lor
32.09.29.2007,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Kaliwedi Kidul
32.09.29.2008,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Guwa Kidul
32.09.29.2009,Jawa Barat,Kabupaten Cirebon,Kaliwedi,Guwa Lor
32.09.30.2001,Jawa Barat,Kabupaten Cirebon,Gebang,Dompyong Kulon
32.09.30.2002,Jawa Barat,Kabupaten Cirebon,Gebang,Dompyong Wetan
32.09.30.2003,Jawa Barat,Kabupaten Cirebon,Gebang,Kalimekar
32.09.30.2004,Jawa Barat,Kabupaten Cirebon,Gebang,Kalimaro
32.09.30.2005,Jawa Barat,Kabupaten Cirebon,Gebang,Gagasari
32.09.30.2006,Jawa Barat,Kabupaten Cirebon,Gebang,Kalipasung
32.09.30.2007,Jawa Barat,Kabupaten Cirebon,Gebang,Gebang Kulon
32.09.30.2008,Jawa Barat,Kabupaten Cirebon,Gebang,Gebang
32.09.30.2009,Jawa Barat,Kabupaten Cirebon,Gebang,Gebang Ilir
32.09.30.2010,Jawa Barat,Kabupaten Cirebon,Gebang,Gebang Udik
32.09.30.2011,Jawa Barat,Kabupaten Cirebon,Gebang,Gebang Mekar
32.09.30.2012,Jawa Barat,Kabupaten Cirebon,Gebang,Playangan
32.09.30.2013,Jawa Barat,Kabupaten Cirebon,Gebang,Melakasari
32.09.31.2001,Jawa Barat,Kabupaten Cirebon,Depok,Cikeduk
32.09.31.2002,Jawa Barat,Kabupaten Cirebon,Depok,Warujaya
32.09.31.2003,Jawa Barat,Kabupaten Cirebon,Depok,Warukawung
32.09.31.2004,Jawa Barat,Kabupaten Cirebon,Depok,Warugede
32.09.31.2005,Jawa Barat,Kabupaten Cirebon,Depok,Waruroyom
32.09.31.2006,Jawa Barat,Kabupaten Cirebon,Depok,Depok
32.09.31.2007,Jawa Barat,Kabupaten Cirebon,Depok,Kasugengan Kidul
32.09.31.2008,Jawa Barat,Kabupaten Cirebon,Depok,Kasugengan Lor
32.09.31.2009,Jawa Barat,Kabupaten Cirebon,Depok,Keduanan
32.09.31.2010,Jawa Barat,Kabupaten Cirebon,Depok,Kejuden
32.09.31.2011,Jawa Barat,Kabupaten Cirebon,Depok,Getasan
32.09.31.2012,Jawa Barat,Kabupaten Cirebon,Depok,Karangwangi
32.09.32.2001,Jawa Barat,Kabupaten Cirebon,Pasaleman,Tonjong
32.09.32.2002,Jawa Barat,Kabupaten Cirebon,Pasaleman,Tanjunganom
32.09.32.2003,Jawa Barat,Kabupaten Cirebon,Pasaleman,Cilengkrang Girang
32.09.32.2004,Jawa Barat,Kabupaten Cirebon,Pasaleman,Cilengkrang
32.09.32.2005,Jawa Barat,Kabupaten Cirebon,Pasaleman,Pasaleman
32.09.32.2006,Jawa Barat,Kabupaten Cirebon,Pasaleman,Cigobangwangi
32.09.32.2007,Jawa Barat,Kabupaten Cirebon,Pasaleman,Cigobang
32.09.33.2001,Jawa Barat,Kabupaten Cirebon,Pabuaran,Sukadana
32.09.33.2002,Jawa Barat,Kabupaten Cirebon,Pabuaran,Pabuaran Kidul
32.09.33.2003,Jawa Barat,Kabupaten Cirebon,Pabuaran,Pabuaran Wetan
32.09.33.2004,Jawa Barat,Kabupaten Cirebon,Pabuaran,Pabuaran Lor
32.09.33.2005,Jawa Barat,Kabupaten Cirebon,Pabuaran,Jatirenggang
32.09.33.2006,Jawa Barat,Kabupaten Cirebon,Pabuaran,Hulubanteng
32.09.33.2007,Jawa Barat,Kabupaten Cirebon,Pabuaran,Hulubanteng Lor
32.09.34.2001,Jawa Barat,Kabupaten Cirebon,Karangwareng,Seuseupan
32.09.34.2002,Jawa Barat,Kabupaten Cirebon,Karangwareng,Blender
32.09.34.2003,Jawa Barat,Kabupaten Cirebon,Karangwareng,Sumurkondang
32.09.34.2004,Jawa Barat,Kabupaten Cirebon,Karangwareng,Kubangdeleg
32.09.34.2005,Jawa Barat,Kabupaten Cirebon,Karangwareng,Jatipiring
32.09.34.2006,Jawa Barat,Kabupaten Cirebon,Karangwareng,Karanganyar
32.09.34.2007,Jawa Barat,Kabupaten Cirebon,Karangwareng,Karangwangi
32.09.34.2008,Jawa Barat,Kabupaten Cirebon,Karangwareng,Karangwareng
32.09.34.2009,Jawa Barat,Kabupaten Cirebon,Karangwareng,Karangasem
32.09.35.2001,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Palir
32.09.35.2002,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Astapada
32.09.35.2003,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Gesik
32.09.35.2004,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Kemlakagede
32.09.35.2005,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Dawuan
32.09.35.2006,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Battembat
32.09.35.2007,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Kalibaru
32.09.35.2008,Jawa Barat,Kabupaten Cirebon,Tengah Tani,Kalitengah
32.09.36.2001,Jawa Barat,Kabupaten Cirebon,Plered,Tegalsari
32.09.36.2002,Jawa Barat,Kabupaten Cirebon,Plered,Kaliwulu
32.09.36.2003,Jawa Barat,Kabupaten Cirebon,Plered,Panembahan
32.09.36.2004,Jawa Barat,Kabupaten Cirebon,Plered,Trusmi Wetan
32.09.36.2005,Jawa Barat,Kabupaten Cirebon,Plered,Trusmi Kulon
32.09.36.2006,Jawa Barat,Kabupaten Cirebon,Plered,Wotgali
32.09.36.2007,Jawa Barat,Kabupaten Cirebon,Plered,Gamel
32.09.36.2008,Jawa Barat,Kabupaten Cirebon,Plered,Sarabau
32.09.36.2009,Jawa Barat,Kabupaten Cirebon,Plered,Cangkring
32.09.36.2010,Jawa Barat,Kabupaten Cirebon,Plered,Pangkalan
32.09.37.2001,Jawa Barat,Kabupaten Cirebon,Gempol,Cikeusal
32.09.37.2002,Jawa Barat,Kabupaten Cirebon,Gempol,Palimanan Barat
32.09.37.2003,Jawa Barat,Kabupaten Cirebon,Gempol,Kedungbunder
32.09.37.2004,Jawa Barat,Kabupaten Cirebon,Gempol,Cupang
32.09.37.2005,Jawa Barat,Kabupaten Cirebon,Gempol,Gempol
32.09.37.2006,Jawa Barat,Kabupaten Cirebon,Gempol,Walahar
32.09.37.2007,Jawa Barat,Kabupaten Cirebon,Gempol,Kempek
32.09.37.2008,Jawa Barat,Kabupaten Cirebon,Gempol,Winong
32.09.38.2001,Jawa Barat,Kabupaten Cirebon,Greged,Gumulung Lebak
32.09.38.2002,Jawa Barat,Kabupaten Cirebon,Greged,Lebak Mekar
32.09.38.2003,Jawa Barat,Kabupaten Cirebon,Greged,Gumulung Tonggoh
32.09.38.2004,Jawa Barat,Kabupaten Cirebon,Greged,Kamarang
32.09.38.2005,Jawa Barat,Kabupaten Cirebon,Greged,Greged
32.09.38.2006,Jawa Barat,Kabupaten Cirebon,Greged,Kamarang Lebak
32.09.38.2007,Jawa Barat,Kabupaten Cirebon,Greged,Durajaya
32.09.38.2008,Jawa Barat,Kabupaten Cirebon,Greged,Jatipancur
32.09.38.2009,Jawa Barat,Kabupaten Cirebon,Greged,Sindang Kempeng
32.09.38.2010,Jawa Barat,Kabupaten Cirebon,Greged,Nanggela
32.09.39.2003,Jawa Barat,Kabupaten Cirebon,Suranenggala,Muara
32.09.39.2004,Jawa Barat,Kabupaten Cirebon,Suranenggala,Purwawinangun
32.09.39.2005,Jawa Barat,Kabupaten Cirebon,Suranenggala,Keraton
32.09.39.2006,Jawa Barat,Kabupaten Cirebon,Suranenggala,Surakarta
32.09.39.2007,Jawa Barat,Kabupaten Cirebon,Suranenggala,Karangreja
32.09.39.2008,Jawa Barat,Kabupaten Cirebon,Suranenggala,Suranenggala Kidul
32.09.39.2009,Jawa Barat,Kabupaten Cirebon,Suranenggala,Suranenggala Kulon
32.09.39.2010,Jawa Barat,Kabupaten Cirebon,Suranenggala,Suranenggala Lor
32.09.39.2011,Jawa Barat,Kabupaten Cirebon,Suranenggala,Suranenggala
32.09.40.2001,Jawa Barat,Kabupaten Cirebon,Jamblang,Jamblang
32.09.40.2002,Jawa Barat,Kabupaten Cirebon,Jamblang,Sitiwinangun
32.09.40.2003,Jawa Barat,Kabupaten Cirebon,Jamblang,Wangunharja
32.09.40.2004,Jawa Barat,Kabupaten Cirebon,Jamblang,Bojong Wetan
32.09.40.2005,Jawa Barat,Kabupaten Cirebon,Jamblang,Bojong Lor
32.09.40.2006,Jawa Barat,Kabupaten Cirebon,Jamblang,Orimalang
32.09.40.2007,Jawa Barat,Kabupaten Cirebon,Jamblang,Bakung Kidul
32.09.40.2008,Jawa Barat,Kabupaten Cirebon,Jamblang,Bakung Lor
32.10.01.2001,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Cipasung
32.10.01.2002,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Bangbayang
32.10.01.2003,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Borogojol
32.10.01.2004,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Cibulan
32.10.01.2005,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Lemahputih
32.10.01.2006,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Sadawangi
32.10.01.2007,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Kepuh
32.10.01.2008,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Padarek
32.10.01.2009,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Kalapadua
32.10.01.2010,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Cigaleuh
32.10.01.2011,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Margajaya
32.10.01.2012,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Sukajadi
32.10.01.2013,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Mekarwangi
32.10.01.2014,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Sinargalih
32.10.01.2015,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Mekarmulya
32.10.01.2016,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Sukamaju
32.10.01.2017,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Cisalak
32.10.01.2018,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Dayeuhwangi
32.10.01.2019,Jawa Barat,Kabupaten Majalengka,Lemahsugih,Lemahsugih
32.10.02.2002,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Cipeundeuy
32.10.02.2008,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Cimangguhilir
32.10.02.2009,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Salawangi
32.10.02.2010,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Bantarujeg
32.10.02.2011,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Gununglarang
32.10.02.2012,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Cikidang
32.10.02.2013,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Cinambo
32.10.02.2014,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Haurgeulis
32.10.02.2015,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Sukamenak
32.10.02.2016,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Wadowetan
32.10.02.2017,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Babakansari
32.10.02.2018,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Silihwangi
32.10.02.2022,Jawa Barat,Kabupaten Majalengka,Bantarujeg,Sindanghurip
32.10.03.2001,Jawa Barat,Kabupaten Majalengka,Cikijing,Sukasari
32.10.03.2002,Jawa Barat,Kabupaten Majalengka,Cikijing,Cisoka
32.10.03.2003,Jawa Barat,Kabupaten Majalengka,Cikijing,Sindangpanji
32.10.03.2004,Jawa Barat,Kabupaten Majalengka,Cikijing,Cikijing
32.10.03.2005,Jawa Barat,Kabupaten Majalengka,Cikijing,Sindang
32.10.03.2006,Jawa Barat,Kabupaten Majalengka,Cikijing,Banjaransari
32.10.03.2007,Jawa Barat,Kabupaten Majalengka,Cikijing,Kasturi
32.10.03.2008,Jawa Barat,Kabupaten Majalengka,Cikijing,Cidulang
32.10.03.2009,Jawa Barat,Kabupaten Majalengka,Cikijing,Jagasari
32.10.03.2010,Jawa Barat,Kabupaten Majalengka,Cikijing,Bagjasari
32.10.03.2011,Jawa Barat,Kabupaten Majalengka,Cikijing,Sunalari
32.10.03.2012,Jawa Barat,Kabupaten Majalengka,Cikijing,Cipulus
32.10.03.2013,Jawa Barat,Kabupaten Majalengka,Cikijing,Kancana
32.10.03.2014,Jawa Barat,Kabupaten Majalengka,Cikijing,Sukamukti
32.10.03.2015,Jawa Barat,Kabupaten Majalengka,Cikijing,Cilangcang
32.10.04.2001,Jawa Barat,Kabupaten Majalengka,Talaga,Lampuyang
32.10.04.2002,Jawa Barat,Kabupaten Majalengka,Talaga,Cibeureum
32.10.04.2003,Jawa Barat,Kabupaten Majalengka,Talaga,Cikeusal
32.10.04.2004,Jawa Barat,Kabupaten Majalengka,Talaga,Jatipamor
32.10.04.2005,Jawa Barat,Kabupaten Majalengka,Talaga,Argasari
32.10.04.2006,Jawa Barat,Kabupaten Majalengka,Talaga,Cicanir
32.10.04.2007,Jawa Barat,Kabupaten Majalengka,Talaga,Campaga
32.10.04.2008,Jawa Barat,Kabupaten Majalengka,Talaga,Sukaperna
32.10.04.2009,Jawa Barat,Kabupaten Majalengka,Talaga,Talagakulon
32.10.04.2010,Jawa Barat,Kabupaten Majalengka,Talaga,Talagawetan
32.10.04.2011,Jawa Barat,Kabupaten Majalengka,Talaga,Ganeas
32.10.04.2012,Jawa Barat,Kabupaten Majalengka,Talaga,Salado
32.10.04.2013,Jawa Barat,Kabupaten Majalengka,Talaga,Gunungmanik
32.10.04.2014,Jawa Barat,Kabupaten Majalengka,Talaga,Kertarahayu
32.10.04.2015,Jawa Barat,Kabupaten Majalengka,Talaga,Mekarraharja
32.10.04.2016,Jawa Barat,Kabupaten Majalengka,Talaga,Margamukti
32.10.04.2017,Jawa Barat,Kabupaten Majalengka,Talaga,Mekarhurip
32.10.05.2001,Jawa Barat,Kabupaten Majalengka,Argapura,Sagara
32.10.05.2002,Jawa Barat,Kabupaten Majalengka,Argapura,Cibunut
32.10.05.2003,Jawa Barat,Kabupaten Majalengka,Argapura,Tejamulya
32.10.05.2004,Jawa Barat,Kabupaten Majalengka,Argapura,Sukasari Kaler
32.10.05.2005,Jawa Barat,Kabupaten Majalengka,Argapura,Argamukti
32.10.05.2006,Jawa Barat,Kabupaten Majalengka,Argapura,Sukadana
32.10.05.2007,Jawa Barat,Kabupaten Majalengka,Argapura,Sadasari
32.10.05.2008,Jawa Barat,Kabupaten Majalengka,Argapura,Haurseah
32.10.05.2009,Jawa Barat,Kabupaten Majalengka,Argapura,Mekarwangi
32.10.05.2010,Jawa Barat,Kabupaten Majalengka,Argapura,Cikaracak
32.10.05.2011,Jawa Barat,Kabupaten Majalengka,Argapura,Heubeulisuk
32.10.05.2012,Jawa Barat,Kabupaten Majalengka,Argapura,Sukasari Kidul
32.10.05.2013,Jawa Barat,Kabupaten Majalengka,Argapura,Gunungwangi
32.10.05.2014,Jawa Barat,Kabupaten Majalengka,Argapura,Argalingga
32.10.06.2001,Jawa Barat,Kabupaten Majalengka,Maja,Cihaur
32.10.06.2002,Jawa Barat,Kabupaten Majalengka,Maja,Wanahayu
32.10.06.2003,Jawa Barat,Kabupaten Majalengka,Maja,Cengal
32.10.06.2004,Jawa Barat,Kabupaten Majalengka,Maja,Anggrawati
32.10.06.2005,Jawa Barat,Kabupaten Majalengka,Maja,Cipicung
32.10.06.2006,Jawa Barat,Kabupaten Majalengka,Maja,Malongpong
32.10.06.2007,Jawa Barat,Kabupaten Majalengka,Maja,Tegalsari
32.10.06.2008,Jawa Barat,Kabupaten Majalengka,Maja,Maja Utara
32.10.06.2009,Jawa Barat,Kabupaten Majalengka,Maja,Pasanggrahan
32.10.06.2010,Jawa Barat,Kabupaten Majalengka,Maja,Cieurih
32.10.06.2011,Jawa Barat,Kabupaten Majalengka,Maja,Kertabasuki
32.10.06.2012,Jawa Barat,Kabupaten Majalengka,Maja,Sindangkerta
32.10.06.2013,Jawa Barat,Kabupaten Majalengka,Maja,Banjaran
32.10.06.2014,Jawa Barat,Kabupaten Majalengka,Maja,Paniis
32.10.06.2015,Jawa Barat,Kabupaten Majalengka,Maja,Cicalung
32.10.06.2016,Jawa Barat,Kabupaten Majalengka,Maja,Pageraji
32.10.06.2017,Jawa Barat,Kabupaten Majalengka,Maja,Maja Selatan
32.10.06.2018,Jawa Barat,Kabupaten Majalengka,Maja,Nunuk Baru
32.10.07.1001,Jawa Barat,Kabupaten Majalengka,Majalengka,Munjul
32.10.07.1002,Jawa Barat,Kabupaten Majalengka,Majalengka,Babakan Jawa
32.10.07.1003,Jawa Barat,Kabupaten Majalengka,Majalengka,Cicurug
32.10.07.1004,Jawa Barat,Kabupaten Majalengka,Majalengka,Sindangkasih
32.10.07.1007,Jawa Barat,Kabupaten Majalengka,Majalengka,Majalengka Wetan
32.10.07.1008,Jawa Barat,Kabupaten Majalengka,Majalengka,Majalengka Kulon
32.10.07.1009,Jawa Barat,Kabupaten Majalengka,Majalengka,Tarikolot
32.10.07.1010,Jawa Barat,Kabupaten Majalengka,Majalengka,Cikasarung
32.10.07.1011,Jawa Barat,Kabupaten Majalengka,Majalengka,Tonjong
32.10.07.1013,Jawa Barat,Kabupaten Majalengka,Majalengka,Cijati
32.10.07.2005,Jawa Barat,Kabupaten Majalengka,Majalengka,Kulur
32.10.07.2006,Jawa Barat,Kabupaten Majalengka,Majalengka,Kawunggirang
32.10.07.2012,Jawa Barat,Kabupaten Majalengka,Majalengka,Sidamukti
32.10.07.2014,Jawa Barat,Kabupaten Majalengka,Majalengka,Cibodas
32.10.08.2001,Jawa Barat,Kabupaten Majalengka,Sukahaji,Ciomas
32.10.08.2002,Jawa Barat,Kabupaten Majalengka,Sukahaji,Padahanten
32.10.08.2009,Jawa Barat,Kabupaten Majalengka,Sukahaji,Sukahaji
32.10.08.2010,Jawa Barat,Kabupaten Majalengka,Sukahaji,Salagedang
32.10.08.2011,Jawa Barat,Kabupaten Majalengka,Sukahaji,Cikeusik
32.10.08.2012,Jawa Barat,Kabupaten Majalengka,Sukahaji,Jayi
32.10.08.2013,Jawa Barat,Kabupaten Majalengka,Sukahaji,Nanggewer
32.10.08.2014,Jawa Barat,Kabupaten Majalengka,Sukahaji,Palabuan
32.10.08.2015,Jawa Barat,Kabupaten Majalengka,Sukahaji,Cikoneng
32.10.08.2016,Jawa Barat,Kabupaten Majalengka,Sukahaji,Babakanmanjeti
32.10.08.2017,Jawa Barat,Kabupaten Majalengka,Sukahaji,Tanjungsari
32.10.08.2018,Jawa Barat,Kabupaten Majalengka,Sukahaji,Cikalong
32.10.08.2019,Jawa Barat,Kabupaten Majalengka,Sukahaji,Candrajaya
32.10.09.2001,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Pajajar
32.10.09.2002,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Teja
32.10.09.2003,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Payung
32.10.09.2004,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Babakankareo
32.10.09.2005,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Sindangpano
32.10.09.2006,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Sadomas
32.10.09.2007,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Kumbung
32.10.09.2008,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Rajagaluh Kidul
32.10.09.2009,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Singawada
32.10.09.2010,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Rajagaluh Lor
32.10.09.2011,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Cipinang
32.10.09.2012,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Cisetu
32.10.09.2013,Jawa Barat,Kabupaten Majalengka,Rajagaluh,Rajagaluh
32.10.10.2001,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Parakan
32.10.10.2002,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Patuanan
32.10.10.2003,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Nanggerang
32.10.10.2004,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Lame
32.10.10.2005,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Mindi
32.10.10.2006,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Rajawangi
32.10.10.2007,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Leuwikujang
32.10.10.2008,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Mirat
