kode_adm4,provinsi,kabupaten_atau_kota,kecamatan,desa_atau_kelurahan
32.04.25.2001,Jawa Barat,Kabupaten Bandung,Cicalengka,Cicalengka Kulon
32.04.25.2002,Jawa Barat,Kabupaten Bandung,Cicalengka,Cicalengka Wetan
32.04.25.2003,Jawa Barat,Kabupaten Bandung,Cicalengka,Babakan Peuteuy
32.04.25.2004,Jawa Barat,Kabupaten Bandung,Cicalengka,Cikuya
32.04.25.2005,Jawa Barat,Kabupaten Bandung,Cicalengka,Dampit
32.04.25.2006,Jawa Barat,Kabupaten Bandung,Cicalengka,Margaasih
32.04.25.2007,Jawa Barat,Kabupaten Bandung,Cicalengka,Narawita
32.04.25.2008,Jawa Barat,Kabupaten Bandung,Cicalengka,Panenjoan
32.04.25.2009,Jawa Barat,Kabupaten Bandung,Cicalengka,Tanjungwangi
32.04.25.2010,Jawa Barat,Kabupaten Bandung,Cicalengka,Tenjolaya
32.04.25.2011,Jawa Barat,Kabupaten Bandung,Cicalengka,Waluya
32.04.25.2012,Jawa Barat,Kabupaten Bandung,Cicalengka,Nagrog
32.04.26.2001,Jawa Barat,Kabupaten Bandung,Nagreg,Nagreg
32.04.26.2002,Jawa Barat,Kabupaten Bandung,Nagreg,Bojong
32.04.26.2003,Jawa Barat,Kabupaten Bandung,Nagreg,Ciaro
32.04.26.2004,Jawa Barat,Kabupaten Bandung,Nagreg,Ciherang
32.04.26.2005,Jawa Barat,Kabupaten Bandung,Nagreg,Citaman
32.04.26.2006,Jawa Barat,Kabupaten Bandung,Nagreg,Mandalawangi
32.04.26.2007,Jawa Barat,Kabupaten Bandung,Nagreg,Nagreg Kendan
32.04.26.2008,Jawa Barat,Kabupaten Bandung,Nagreg,Ganjar Sabar
32.04.27.2001,Jawa Barat,Kabupaten Bandung,Cikancung,Mandalasari
32.04.27.2002,Jawa Barat,Kabupaten Bandung,Cikancung,Cikancung
32.04.27.2003,Jawa Barat,Kabupaten Bandung,Cikancung,Cikasungka
32.04.27.2004,Jawa Barat,Kabupaten Bandung,Cikancung,Cihanyir
32.04.27.2005,Jawa Barat,Kabupaten Bandung,Cikancung,Ciluluk
32.04.27.2006,Jawa Barat,Kabupaten Bandung,Cikancung,Hegarmanah
32.04.27.2007,Jawa Barat,Kabupaten Bandung,Cikancung,Mekarlaksana
32.04.27.2008,Jawa Barat,Kabupaten Bandung,Cikancung,Tanjunglaya
32.04.27.2009,Jawa Barat,Kabupaten Bandung,Cikancung,Srirahayu
32.04.28.1014,Jawa Barat,Kabupaten Bandung,Rancaekek,Rancaekek Kencana
32.04.28.2001,Jawa Barat,Kabupaten Bandung,Rancaekek,Rancaekek Wetan
32.04.28.2002,Jawa Barat,Kabupaten Bandung,Rancaekek,Rancaekek Kulon
32.04.28.2003,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongsalam
32.04.28.2004,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongloa
32.04.28.2005,Jawa Barat,Kabupaten Bandung,Rancaekek,Jelegong
32.04.28.2006,Jawa Barat,Kabupaten Bandung,Rancaekek,Linggar
32.04.28.2007,Jawa Barat,Kabupaten Bandung,Rancaekek,Cangkuang
32.04.28.2008,Jawa Barat,Kabupaten Bandung,Rancaekek,Haurpugur
32.04.28.2009,Jawa Barat,Kabupaten Bandung,Rancaekek,Sukamanah
32.04.28.2010,Jawa Barat,Kabupaten Bandung,Rancaekek,Sukamulya
32.04.28.2011,Jawa Barat,Kabupaten Bandung,Rancaekek,Tegal Sumedang
32.04.28.2012,Jawa Barat,Kabupaten Bandung,Rancaekek,Sangiang
32.04.28.2013,Jawa Barat,Kabupaten Bandung,Rancaekek,Nanjung Mekar
32.04.29.2001,Jawa Barat,Kabupaten Bandung,Ciparay,Ciparay
32.04.29.2002,Jawa Barat,Kabupaten Bandung,Ciparay,Gunungleutik
32.04.29.2003,Jawa Barat,Kabupaten Bandung,Ciparay,Mekarsari
32.04.29.2004,Jawa Barat,Kabupaten Bandung,Ciparay,Cikoneng
32.04.29.2005,Jawa Barat,Kabupaten Bandung,Ciparay,Ciheulang
32.04.29.2006,Jawa Barat,Kabupaten Bandung,Ciparay,Pakutandang
32.04.29.2007,Jawa Barat,Kabupaten Bandung,Ciparay,Sumbersari
32.04.29.2008,Jawa Barat,Kabupaten Bandung,Ciparay,Manggungharja
32.04.29.2009,Jawa Barat,Kabupaten Bandung,Ciparay,Sagaracipta
32.04.29.2010,Jawa Barat,Kabupaten Bandung,Ciparay,Sarimahi
32.04.29.2011,Jawa Barat,Kabupaten Bandung,Ciparay,Serangmekar
32.04.29.2012,Jawa Barat,Kabupaten Bandung,Ciparay,Babakan
32.04.29.2013,Jawa Barat,Kabupaten Bandung,Ciparay,Bumiwangi
32.04.29.2014,Jawa Barat,Kabupaten Bandung,Ciparay,Mekarlaksana
32.04.30.2001,Jawa Barat,Kabupaten Bandung,Pacet,Cipeujeuh
32.04.30.2002,Jawa Barat,Kabupaten Bandung,Pacet,Cikitu
32.04.30.2003,Jawa Barat,Kabupaten Bandung,Pacet,Cinanggela
32.04.30.2004,Jawa Barat,Kabupaten Bandung,Pacet,Maruyung
32.04.30.2005,Jawa Barat,Kabupaten Bandung,Pacet,Sukarame
32.04.30.2006,Jawa Barat,Kabupaten Bandung,Pacet,Nagrak
32.04.30.2007,Jawa Barat,Kabupaten Bandung,Pacet,Cikawao
32.04.30.2008,Jawa Barat,Kabupaten Bandung,Pacet,Mekarjaya
32.04.30.2009,Jawa Barat,Kabupaten Bandung,Pacet,Pangauban
32.04.30.2010,Jawa Barat,Kabupaten Bandung,Pacet,Mandalahaji
32.04.30.2011,Jawa Barat,Kabupaten Bandung,Pacet,Girimulya
32.04.30.2012,Jawa Barat,Kabupaten Bandung,Pacet,Tanjungwangi
32.04.30.2013,Jawa Barat,Kabupaten Bandung,Pacet,Mekarsari
32.04.31.2001,Jawa Barat,Kabupaten Bandung,Kertasari,Sukapura
32.04.31.2002,Jawa Barat,Kabupaten Bandung,Kertasari,Cibeureum
32.04.31.2003,Jawa Barat,Kabupaten Bandung,Kertasari,Santosa
32.04.31.2004,Jawa Barat,Kabupaten Bandung,Kertasari,Tarumajaya
32.04.31.2005,Jawa Barat,Kabupaten Bandung,Kertasari,Neglawangi
32.04.31.2006,Jawa Barat,Kabupaten Bandung,Kertasari,Cihawuk
32.04.31.2007,Jawa Barat,Kabupaten Bandung,Kertasari,Cikembang
32.04.31.2008,Jawa Barat,Kabupaten Bandung,Kertasari,Resmi Tingal
32.04.32.1001,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah
32.04.32.1002,Jawa Barat,Kabupaten Bandung,Baleendah,Andir
32.04.32.1003,Jawa Barat,Kabupaten Bandung,Baleendah,Manggahang
32.04.32.1004,Jawa Barat,Kabupaten Bandung,Baleendah,Jelekong
32.04.32.1008,Jawa Barat,Kabupaten Bandung,Baleendah,Wargamekar
32.04.32.2005,Jawa Barat,Kabupaten Bandung,Baleendah,Bojongmalaka
32.04.32.2006,Jawa Barat,Kabupaten Bandung,Baleendah,Rancamanyar
32.04.32.2007,Jawa Barat,Kabupaten Bandung,Baleendah,Malakasari
32.04.33.2001,Jawa Barat,Kabupaten Bandung,Majalaya,Majalaya
32.04.33.2002,Jawa Barat,Kabupaten Bandung,Majalaya,Wangisagara
32.04.33.2003,Jawa Barat,Kabupaten Bandung,Majalaya,Biru
32.04.33.2004,Jawa Barat,Kabupaten Bandung,Majalaya,Padamulya
32.04.33.2005,Jawa Barat,Kabupaten Bandung,Majalaya,Bojong
32.04.33.2006,Jawa Barat,Kabupaten Bandung,Majalaya,Majasetra
32.04.33.2007,Jawa Barat,Kabupaten Bandung,Majalaya,Majakerta
32.04.33.2008,Jawa Barat,Kabupaten Bandung,Majalaya,Sukamaju
32.04.33.2009,Jawa Barat,Kabupaten Bandung,Majalaya,Padaulun
32.04.33.2010,Jawa Barat,Kabupaten Bandung,Majalaya,Neglasari
32.04.33.2011,Jawa Barat,Kabupaten Bandung,Majalaya,Sukamukti
32.04.34.2001,Jawa Barat,Kabupaten Bandung,Solokanjeruk,Rancakasumba
32.04.34.2002,Jawa Barat,Kabupaten Bandung,Solokanjeruk,Solokanjeruk
32.04.34.2003,Jawa Barat,Kabupaten Bandung,Solokanjeruk,Cibodas
32.04.34.2004,Jawa Barat,Kabupaten Bandung,Solokanjeruk,Panyadap
32.04.34.2005,Jawa Barat,Kabupaten Bandung,Solokanjeruk,Bojongemas
32.04.34.2006,Jawa Barat,Kabupaten Bandung,Solokanjeruk,Padamukti
32.04.34.2007,Jawa Barat,Kabupaten Bandung,Solokanjeruk,Langensari
32.04.35.2001,Jawa Barat,Kabupaten Bandung,Paseh,Cigentur
32.04.35.2002,Jawa Barat,Kabupaten Bandung,Paseh,Cipedes
32.04.35.2003,Jawa Barat,Kabupaten Bandung,Paseh,Loa
32.04.35.2004,Jawa Barat,Kabupaten Bandung,Paseh,Cijagra
32.04.35.2005,Jawa Barat,Kabupaten Bandung,Paseh,Cipaku
32.04.35.2006,Jawa Barat,Kabupaten Bandung,Paseh,Sindangsari
32.04.35.2007,Jawa Barat,Kabupaten Bandung,Paseh,Drawati
32.04.35.2008,Jawa Barat,Kabupaten Bandung,Paseh,Sukamanah
32.04.35.2009,Jawa Barat,Kabupaten Bandung,Paseh,Sukamantri
32.04.35.2010,Jawa Barat,Kabupaten Bandung,Paseh,Karangtunggal
32.04.35.2011,Jawa Barat,Kabupaten Bandung,Paseh,Mekarpawitan
32.04.35.2012,Jawa Barat,Kabupaten Bandung,Paseh,Tangsimekar
32.04.36.2001,Jawa Barat,Kabupaten Bandung,Ibun,Ibun
32.04.36.2002,Jawa Barat,Kabupaten Bandung,Ibun,Laksana
32.04.36.2003,Jawa Barat,Kabupaten Bandung,Ibun,Dukuh
32.04.36.2004,Jawa Barat,Kabupaten Bandung,Ibun,Talun
32.04.36.2005,Jawa Barat,Kabupaten Bandung,Ibun,Pangguh
32.04.36.2006,Jawa Barat,Kabupaten Bandung,Ibun,Lampegan
32.04.36.2007,Jawa Barat,Kabupaten Bandung,Ibun,Neglasari
32.04.36.2008,Jawa Barat,Kabupaten Bandung,Ibun,Mekarwangi
32.04.36.2009,Jawa Barat,Kabupaten Bandung,Ibun,Sudi
32.04.36.2010,Jawa Barat,Kabupaten Bandung,Ibun,Tanggulun
32.04.36.2011,Jawa Barat,Kabupaten Bandung,Ibun,Cibeet
32.04.36.2012,Jawa Barat,Kabupaten Bandung,Ibun,Karyalaksana
32.04.37.2001,Jawa Barat,Kabupaten Bandung,Soreang,Soreang
32.04.37.2002,Jawa Barat,Kabupaten Bandung,Soreang,Sadu
32.04.37.2004,Jawa Barat,Kabupaten Bandung,Soreang,Panyirapan
32.04.37.2010,Jawa Barat,Kabupaten Bandung,Soreang,Sukajadi
32.04.37.2011,Jawa Barat,Kabupaten Bandung,Soreang,Pamekaran
32.04.37.2017,Jawa Barat,Kabupaten Bandung,Soreang,Karamatmulya
32.04.37.2018,Jawa Barat,Kabupaten Bandung,Soreang,Sukanagara
32.04.37.2019,Jawa Barat,Kabupaten Bandung,Soreang,Cingcin
32.04.37.2020,Jawa Barat,Kabupaten Bandung,Soreang,Parungserab
32.04.37.2021,Jawa Barat,Kabupaten Bandung,Soreang,Sekarwangi
32.04.38.2001,Jawa Barat,Kabupaten Bandung,Pasirjambu,Pasirjambu
32.04.38.2002,Jawa Barat,Kabupaten Bandung,Pasirjambu,Cibodas
32.04.38.2003,Jawa Barat,Kabupaten Bandung,Pasirjambu,Cikoneng
32.04.38.2004,Jawa Barat,Kabupaten Bandung,Pasirjambu,Cukanggenteng
32.04.38.2005,Jawa Barat,Kabupaten Bandung,Pasirjambu,Cisondari
32.04.38.2006,Jawa Barat,Kabupaten Bandung,Pasirjambu,Margamulya
32.04.38.2007,Jawa Barat,Kabupaten Bandung,Pasirjambu,Mekarsari
32.04.38.2008,Jawa Barat,Kabupaten Bandung,Pasirjambu,Mekarmaju
32.04.38.2009,Jawa Barat,Kabupaten Bandung,Pasirjambu,Sugihmukti
32.04.38.2010,Jawa Barat,Kabupaten Bandung,Pasirjambu,Tenjolaya
32.04.39.2001,Jawa Barat,Kabupaten Bandung,Ciwidey,Lebakmuncang
32.04.39.2002,Jawa Barat,Kabupaten Bandung,Ciwidey,Ciwidey
32.04.39.2003,Jawa Barat,Kabupaten Bandung,Ciwidey,Nengkelan
32.04.39.2004,Jawa Barat,Kabupaten Bandung,Ciwidey,Panundaan
32.04.39.2005,Jawa Barat,Kabupaten Bandung,Ciwidey,Panyocokan
32.04.39.2006,Jawa Barat,Kabupaten Bandung,Ciwidey,Rawabogo
32.04.39.2007,Jawa Barat,Kabupaten Bandung,Ciwidey,Sukawening
32.04.40.2001,Jawa Barat,Kabupaten Bandung,Rancabali,Patengan
32.04.40.2002,Jawa Barat,Kabupaten Bandung,Rancabali,Sukaresmi
32.04.40.2003,Jawa Barat,Kabupaten Bandung,Rancabali,Indragiri
32.04.40.2004,Jawa Barat,Kabupaten Bandung,Rancabali,Cipelah
32.04.40.2005,Jawa Barat,Kabupaten Bandung,Rancabali,Alamendah
32.04.44.2001,Jawa Barat,Kabupaten Bandung,Cangkuang,Cangkuang
32.04.44.2002,Jawa Barat,Kabupaten Bandung,Cangkuang,Ciluncat
32.04.44.2003,Jawa Barat,Kabupaten Bandung,Cangkuang,Nagrak
32.04.44.2004,Jawa Barat,Kabupaten Bandung,Cangkuang,Bandasari
32.04.44.2005,Jawa Barat,Kabupaten Bandung,Cangkuang,Pananjung
32.04.44.2006,Jawa Barat,Kabupaten Bandung,Cangkuang,Jatisari
32.04.44.2007,Jawa Barat,Kabupaten Bandung,Cangkuang,Tanjungsari
32.04.46.2001,Jawa Barat,Kabupaten Bandung,Kutawaringin,Jelegong
32.04.46.2002,Jawa Barat,Kabupaten Bandung,Kutawaringin,Jatisari
32.04.46.2003,Jawa Barat,Kabupaten Bandung,Kutawaringin,Pameuntasan
32.04.46.2004,Jawa Barat,Kabupaten Bandung,Kutawaringin,Kopo
32.04.46.2005,Jawa Barat,Kabupaten Bandung,Kutawaringin,Cibodas
32.04.46.2006,Jawa Barat,Kabupaten Bandung,Kutawaringin,Kutawaringin
32.04.46.2007,Jawa Barat,Kabupaten Bandung,Kutawaringin,Sukamulya
32.04.46.2008,Jawa Barat,Kabupaten Bandung,Kutawaringin,Padasuka
32.04.46.2009,Jawa Barat,Kabupaten Bandung,Kutawaringin,Buninagara
32.04.46.2010,Jawa Barat,Kabupaten Bandung,Kutawaringin,Gajah Mekar
32.04.46.2011,Jawa Barat,Kabupaten Bandung,Kutawaringin,Cilame
32.05.01.1001,Jawa Barat,Kabupaten Garut,Garut Kota,Kota Kulon
32.05.01.1002,Jawa Barat,Kabupaten Garut,Garut Kota,Kota Wetan
32.05.01.1003,Jawa Barat,Kabupaten Garut,Garut Kota,Margawati
32.05.01.1004,Jawa Barat,Kabupaten Garut,Garut Kota,Pakuwon
32.05.01.1005,Jawa Barat,Kabupaten Garut,Garut Kota,Muara Sanding
32.05.01.1006,Jawa Barat,Kabupaten Garut,Garut Kota,Sukamentri
32.05.01.1007,Jawa Barat,Kabupaten Garut,Garut Kota,Ciwalen
32.05.01.1008,Jawa Barat,Kabupaten Garut,Garut Kota,Paminggir
32.05.01.1009,Jawa Barat,Kabupaten Garut,Garut Kota,Regol
32.05.01.1010,Jawa Barat,Kabupaten Garut,Garut Kota,Sukanegla
32.05.01.1011,Jawa Barat,Kabupaten Garut,Garut Kota,Cimuncang
32.05.02.1001,Jawa Barat,Kabupaten Garut,Karangpawitan,Suci Kaler
32.05.02.1002,Jawa Barat,Kabupaten Garut,Karangpawitan,Lebakjaya
32.05.02.1003,Jawa Barat,Kabupaten Garut,Karangpawitan,Karangmulya
32.05.02.1014,Jawa Barat,Kabupaten Garut,Karangpawitan,Lengkongjaya
32.05.02.2004,Jawa Barat,Kabupaten Garut,Karangpawitan,Karangpawitan
32.05.02.2005,Jawa Barat,Kabupaten Garut,Karangpawitan,Situgede
32.05.02.2006,Jawa Barat,Kabupaten Garut,Karangpawitan,Cimurah
32.05.02.2007,Jawa Barat,Kabupaten Garut,Karangpawitan,Suci
32.05.02.2008,Jawa Barat,Kabupaten Garut,Karangpawitan,Jatisari
32.05.02.2009,Jawa Barat,Kabupaten Garut,Karangpawitan,Godog
32.05.02.2010,Jawa Barat,Kabupaten Garut,Karangpawitan,Situsari
32.05.02.2011,Jawa Barat,Kabupaten Garut,Karangpawitan,Karangsari
32.05.02.2012,Jawa Barat,Kabupaten Garut,Karangpawitan,Sindangpalay
32.05.02.2013,Jawa Barat,Kabupaten Garut,Karangpawitan,Lebakagung
32.05.02.2015,Jawa Barat,Kabupaten Garut,Karangpawitan,Sindanggalih
32.05.02.2016,Jawa Barat,Kabupaten Garut,Karangpawitan,Mekarsari
32.05.02.2017,Jawa Barat,Kabupaten Garut,Karangpawitan,Sindanglaya
32.05.02.2018,Jawa Barat,Kabupaten Garut,Karangpawitan,Tanjungsari
32.05.02.2019,Jawa Barat,Kabupaten Garut,Karangpawitan,Situsaeur
32.05.02.2020,Jawa Barat,Kabupaten Garut,Karangpawitan,Situjaya
32.05.03.2001,Jawa Barat,Kabupaten Garut,Wanaraja,Wanaraja
32.05.03.2002,Jawa Barat,Kabupaten Garut,Wanaraja,Wanamekar
32.05.03.2003,Jawa Barat,Kabupaten Garut,Wanaraja,Cinunuk
32.05.03.2007,Jawa Barat,Kabupaten Garut,Wanaraja,Sukamenak
32.05.03.2008,Jawa Barat,Kabupaten Garut,Wanaraja,Sindangratu
32.05.03.2011,Jawa Barat,Kabupaten Garut,Wanaraja,Wanajaya
32.05.03.2015,Jawa Barat,Kabupaten Garut,Wanaraja,Sindangmekar
32.05.03.2019,Jawa Barat,Kabupaten Garut,Wanaraja,Wanasari
32.05.03.2024,Jawa Barat,Kabupaten Garut,Wanaraja,Sindangprabu
32.05.04.1012,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Pananjung
32.05.04.2001,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Sukajadi
32.05.04.2002,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Cimanganten
32.05.04.2003,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Jati
32.05.04.2004,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Rancabango
32.05.04.2005,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Sukawangi
32.05.04.2006,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Sirnajaya
32.05.04.2007,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Tanjung Kamuning
32.05.04.2008,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Mekarjaya
32.05.04.2009,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Langensari
32.05.04.2010,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Mekarwangi
32.05.04.2011,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Pasawahan
32.05.04.2013,Jawa Barat,Kabupaten Garut,Tarogong Kaler,Panjiwangi
32.05.05.1001,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Pataruman
32.05.05.1002,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Sukagalih
32.05.05.1006,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Jayawaras
32.05.05.1009,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Sukakarya
32.05.05.1012,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Sukajaya
32.05.05.2003,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Jayaraga
32.05.05.2004,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Haurpanggung
32.05.05.2005,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Cibunar
32.05.05.2007,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Sukabakti
32.05.05.2008,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Tarogong
32.05.05.2010,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Mekargalih
32.05.05.2011,Jawa Barat,Kabupaten Garut,Tarogong Kidul,Kersamenak
32.05.06.2001,Jawa Barat,Kabupaten Garut,Banyuresmi,Banyuresmi
32.05.06.2002,Jawa Barat,Kabupaten Garut,Banyuresmi,Cimareme
32.05.06.2003,Jawa Barat,Kabupaten Garut,Banyuresmi,Sukaratu
32.05.06.2004,Jawa Barat,Kabupaten Garut,Banyuresmi,Sukasenang
32.05.06.2005,Jawa Barat,Kabupaten Garut,Banyuresmi,Sukaraja
32.05.06.2006,Jawa Barat,Kabupaten Garut,Banyuresmi,Cipicung
32.05.06.2007,Jawa Barat,Kabupaten Garut,Banyuresmi,Dangdeur
32.05.06.2008,Jawa Barat,Kabupaten Garut,Banyuresmi,Sukakarya
32.05.06.2009,Jawa Barat,Kabupaten Garut,Banyuresmi,Pamekarsari
32.05.06.2010,Jawa Barat,Kabupaten Garut,Banyuresmi,Binakarya
32.05.06.2011,Jawa Barat,Kabupaten Garut,Banyuresmi,Bagendit
32.05.06.2012,Jawa Barat,Kabupaten Garut,Banyuresmi,Karyamukti
32.05.06.2013,Jawa Barat,Kabupaten Garut,Banyuresmi,Karyasari
32.05.06.2014,Jawa Barat,Kabupaten Garut,Banyuresmi,Sukamukti
32.05.06.2015,Jawa Barat,Kabupaten Garut,Banyuresmi,Sukalaksana
32.05.07.2001,Jawa Barat,Kabupaten Garut,Samarang,Samarang
32.05.07.2002,Jawa Barat,Kabupaten Garut,Samarang,Cintarakyat
32.05.07.2003,Jawa Barat,Kabupaten Garut,Samarang,Sukarasa
32.05.07.2004,Jawa Barat,Kabupaten Garut,Samarang,Parakan
32.05.07.2005,Jawa Barat,Kabupaten Garut,Samarang,Sukakarya
32.05.07.2006,Jawa Barat,Kabupaten Garut,Samarang,Cintakarya
32.05.07.2007,Jawa Barat,Kabupaten Garut,Samarang,Tanjung Karya
32.05.07.2008,Jawa Barat,Kabupaten Garut,Samarang,Cisarua
32.05.07.2009,Jawa Barat,Kabupaten Garut,Samarang,Cintarasa
32.05.07.2010,Jawa Barat,Kabupaten Garut,Samarang,Cintaasih
32.05.07.2011,Jawa Barat,Kabupaten Garut,Samarang,Sirnasari
32.05.07.2012,Jawa Barat,Kabupaten Garut,Samarang,Sukalaksana
32.05.07.2013,Jawa Barat,Kabupaten Garut,Samarang,Tanjunganom
32.05.08.2001,Jawa Barat,Kabupaten Garut,Pasirwangi,Pasirwangi
32.05.08.2002,Jawa Barat,Kabupaten Garut,Pasirwangi,Pasirkiamis
32.05.08.2003,Jawa Barat,Kabupaten Garut,Pasirwangi,Padasuka
32.05.08.2004,Jawa Barat,Kabupaten Garut,Pasirwangi,Karyamekar
32.05.08.2005,Jawa Barat,Kabupaten Garut,Pasirwangi,Padawaas
32.05.08.2006,Jawa Barat,Kabupaten Garut,Pasirwangi,Padaasih
32.05.08.2007,Jawa Barat,Kabupaten Garut,Pasirwangi,Barusari
32.05.08.2008,Jawa Barat,Kabupaten Garut,Pasirwangi,Talaga
32.05.08.2009,Jawa Barat,Kabupaten Garut,Pasirwangi,Padamukti
32.05.08.2010,Jawa Barat,Kabupaten Garut,Pasirwangi,Sinarjaya
32.05.08.2011,Jawa Barat,Kabupaten Garut,Pasirwangi,Sarimukti
32.05.08.2012,Jawa Barat,Kabupaten Garut,Pasirwangi,Padamulya
32.05.09.2001,Jawa Barat,Kabupaten Garut,Leles,Leles
32.05.09.2002,Jawa Barat,Kabupaten Garut,Leles,Ciburial
32.05.09.2003,Jawa Barat,Kabupaten Garut,Leles,Jangkurang
32.05.09.2004,Jawa Barat,Kabupaten Garut,Leles,Sukarame
32.05.09.2005,Jawa Barat,Kabupaten Garut,Leles,Lembang
32.05.09.2006,Jawa Barat,Kabupaten Garut,Leles,Cangkuang
32.05.09.2007,Jawa Barat,Kabupaten Garut,Leles,Salamnunggal
32.05.09.2008,Jawa Barat,Kabupaten Garut,Leles,Kandangmukti
32.05.09.2009,Jawa Barat,Kabupaten Garut,Leles,Margaluyu
32.05.09.2010,Jawa Barat,Kabupaten Garut,Leles,Cipancar
32.05.09.2011,Jawa Barat,Kabupaten Garut,Leles,Haruman
32.05.09.2012,Jawa Barat,Kabupaten Garut,Leles,Dano
32.05.10.2001,Jawa Barat,Kabupaten Garut,Kadungora,Kadungora
32.05.10.2002,Jawa Barat,Kabupaten Garut,Kadungora,Gandamekar
32.05.10.2003,Jawa Barat,Kabupaten Garut,Kadungora,Cikembulan
32.05.10.2004,Jawa Barat,Kabupaten Garut,Kadungora,Cisaat
32.05.10.2005,Jawa Barat,Kabupaten Garut,Kadungora,Mandalasari
32.05.10.2006,Jawa Barat,Kabupaten Garut,Kadungora,Tanggulun
32.05.10.2007,Jawa Barat,Kabupaten Garut,Kadungora,Mekarbakti
32.05.10.2008,Jawa Barat,Kabupaten Garut,Kadungora,Karangmulya
32.05.10.2009,Jawa Barat,Kabupaten Garut,Kadungora,Harumansari
32.05.10.2010,Jawa Barat,Kabupaten Garut,Kadungora,Talagasari
32.05.10.2011,Jawa Barat,Kabupaten Garut,Kadungora,Hegarsari
32.05.10.2012,Jawa Barat,Kabupaten Garut,Kadungora,Neglasari
32.05.10.2013,Jawa Barat,Kabupaten Garut,Kadungora,Karangtengah
32.05.10.2014,Jawa Barat,Kabupaten Garut,Kadungora,Rancasalak
32.05.11.2001,Jawa Barat,Kabupaten Garut,Leuwigoong,Leuwigoong
32.05.11.2002,Jawa Barat,Kabupaten Garut,Leuwigoong,Karanganyar
32.05.11.2003,Jawa Barat,Kabupaten Garut,Leuwigoong,Margacinta
32.05.11.2004,Jawa Barat,Kabupaten Garut,Leuwigoong,Margahayu
32.05.11.2005,Jawa Barat,Kabupaten Garut,Leuwigoong,Dungusiku
32.05.11.2006,Jawa Barat,Kabupaten Garut,Leuwigoong,Tambak Sari
32.05.11.2007,Jawa Barat,Kabupaten Garut,Leuwigoong,Sindangsari
32.05.11.2008,Jawa Barat,Kabupaten Garut,Leuwigoong,Karangsari
32.05.12.2001,Jawa Barat,Kabupaten Garut,Cibatu,Cibatu
32.05.12.2002,Jawa Barat,Kabupaten Garut,Cibatu,Mekarsari
32.05.12.2003,Jawa Barat,Kabupaten Garut,Cibatu,Cibunar
32.05.12.2004,Jawa Barat,Kabupaten Garut,Cibatu,Sindangsuka
32.05.12.2005,Jawa Barat,Kabupaten Garut,Cibatu,Kertajaya
32.05.12.2006,Jawa Barat,Kabupaten Garut,Cibatu,Sukalilah
32.05.12.2007,Jawa Barat,Kabupaten Garut,Cibatu,Padasuka
32.05.12.2008,Jawa Barat,Kabupaten Garut,Cibatu,Karyamukti
32.05.12.2009,Jawa Barat,Kabupaten Garut,Cibatu,Girimukti
32.05.12.2010,Jawa Barat,Kabupaten Garut,Cibatu,Keresek
32.05.12.2011,Jawa Barat,Kabupaten Garut,Cibatu,Wanakerta
32.05.13.2001,Jawa Barat,Kabupaten Garut,Kersamanah,Kersamanah
32.05.13.2002,Jawa Barat,Kabupaten Garut,Kersamanah,Nanjungjaya
32.05.13.2003,Jawa Barat,Kabupaten Garut,Kersamanah,Sukamerang
32.05.13.2004,Jawa Barat,Kabupaten Garut,Kersamanah,Girijaya
32.05.13.2005,Jawa Barat,Kabupaten Garut,Kersamanah,Sukamaju
32.05.13.2006,Jawa Barat,Kabupaten Garut,Kersamanah,Mekarraya
32.05.14.2001,Jawa Barat,Kabupaten Garut,Malangbong,Malangbong
32.05.14.2002,Jawa Barat,Kabupaten Garut,Malangbong,Karangmulya
32.05.14.2003,Jawa Barat,Kabupaten Garut,Malangbong,Cibunar
32.05.14.2004,Jawa Barat,Kabupaten Garut,Malangbong,Cikarag
32.05.14.2005,Jawa Barat,Kabupaten Garut,Malangbong,Sakawayana
